Gene,Accession,Chromosome,End,Start,Strand,gene_count_corr,means,dispersions,dispersions_norm,highly_variable
ADD3-AS1,ENSG00000203876,10,110008381,109940104,-,-0.0463,0.6421537,5.9277186,1.18520540936391,True
AFAP1L2,ENSG00000169129,10,114404756,114294824,-,-0.055,2.04835,7.334103,1.5584315271175795,True
ABLIM1,ENSG00000099204,10,114768061,114431113,-,-0.2208,4.5323534,7.371195,1.1779371441297617,True
MCMBP,ENSG00000197771,10,119892556,119829404,-,0.0195,3.7888172,7.259343,1.2024512631245492,True
WDR11-AS1,ENSG00000227165,10,120851457,120759898,-,-0.0164,0.2565124,4.5326304,0.9603122823686974,True
AC068896.1,ENSG00000258539,10,124791727,124617080,-,-0.0537,1.0348691,6.4570794,1.210202401990389,True
DHX32,ENSG00000089876,10,125896436,125836337,-,-0.0457,1.8021348,6.642409,1.0708983098661196,True
STK32C,ENSG00000165752,10,132331847,132207492,-,-0.0168,1.9255714,6.922689,1.370241626753018,True
ADAM8,ENSG00000151651,10,133276868,133262420,-,-0.1397,4.961171,7.821109,1.595623936857814,True
LINC00200,ENSG00000229205,10,1289426,1159768,+,0.0225,0.24305063,4.9709916,1.3144359688040563,True
PFKP,ENSG00000067057,10,3137718,3066333,+,-0.0253,4.7117944,7.418031,1.0749767091418778,True
GATA3,ENSG00000107485,10,8075198,8045378,+,-0.0299,2.1348486,6.893441,1.0781368276591015,True
TMEM236,ENSG00000148483,10,17800868,17752201,+,-0.0451,0.5275627,5.818069,1.061895531920734,True
AL160291.1,ENSG00000262412,10,27250804,27243130,+,-0.0665,1.4119933,6.302604,1.0421767534809574,True
ZEB1,ENSG00000148516,10,31529814,31318495,+,-0.078,3.8756902,7.272143,1.2196621952164337,True
ZNF485,ENSG00000198298,10,43617904,43606419,+,-0.0567,2.3959632,7.265798,1.4839832111046276,True
RASSF4,ENSG00000107551,10,44995891,44959407,+,-0.051,3.3533018,7.122354,1.1281164513806712,True
ALOX5,ENSG00000012779,10,45446119,45374176,+,-0.2857,5.0606303,7.5677414,1.2683543338732903,True
AGAP7P,ENSG00000264204,10,46131358,46109621,+,-0.0519,1.2355891,6.381697,1.1282077029196482,True
WDFY4,ENSG00000128815,10,48982956,48684876,+,-0.2264,5.091189,7.769905,1.32171833577512,True
HK1,ENSG00000156515,10,69401884,69269984,+,-0.1309,5.0336843,7.6365185,1.3571923097010417,True
PALD1,ENSG00000107719,10,70568450,70478767,+,-0.0169,2.3508403,7.4359183,1.6694039335492947,True
SGPL1,ENSG00000166224,10,70881184,70815948,+,-0.1253,4.598788,7.317196,0.9447297511399427,True
VCL,ENSG00000035403,10,74121363,73995193,+,-0.1189,3.5098271,7.197095,1.2218745278544325,True
TSPAN14,ENSG00000108219,10,80533124,80454166,+,-0.1053,4.2270517,7.8147807,1.7614868481511785,True
IFIT5,ENSG00000152778,10,89420997,89414568,+,-0.1184,3.4982758,7.066182,1.0576520914622982,True
PDE6C,ENSG00000095464,10,93666010,93612537,+,-0.0344,0.27240917,4.7498145,1.1357612682530456,True
ZFYVE27,ENSG00000155256,10,97760907,97737121,+,-0.0828,4.1350627,7.572368,1.442586291287835,True
ABCC2,ENSG00000023839,10,99852594,99782640,+,-0.0407,1.8284607,7.204333,1.6710414534245275,True
LZTS2,ENSG00000107816,10,101007836,100996618,+,-0.0811,3.5442913,7.6733046,1.81925170479453,True
AL133387.1,ENSG00000225208,10,101311505,101311018,+,-0.0501,0.27358857,5.105273,1.4229130473626368,True
GRK5,ENSG00000198873,10,119459745,119207571,+,-0.0488,4.1892757,7.4019933,1.218453352737655,True
PLEKHA1,ENSG00000107679,10,122442602,122374696,+,-0.1003,2.947112,7.5448375,1.8451605523388148,True
PPP2R2D,ENSG00000175470,10,131959834,131901008,+,-0.0469,3.1963832,7.204547,1.2312226404918831,True
LRRC27,ENSG00000148814,10,132381508,132332154,+,-0.071,2.4907212,7.058696,1.258254291258173,True
PWWP2B,ENSG00000171813,10,132417859,132397168,+,-0.085,2.403428,6.9170933,1.1039161539291154,True
SCART1,ENSG00000214279,10,133523558,133453928,+,-0.0403,1.0974213,6.865974,1.654964827847805,True
CYP2E1,ENSG00000130649,10,133561220,133520406,+,-0.0024,0.41422585,4.646199,1.0520571698625742,True
ANO9,ENSG00000185101,11,442011,417933,-,-0.1238,4.1251297,7.903868,1.8786839444711827,True
HRAS,ENSG00000174775,11,537287,532242,-,-0.0024,3.2143464,7.1082053,1.110367718453973,True
DEAF1,ENSG00000177030,11,706715,644233,-,-0.0549,3.2568269,7.321611,1.378072589340539,True
PIDD1,ENSG00000177595,11,809753,799179,-,-0.0474,3.635895,7.6558695,1.7356330261629929,True
C11orf21,ENSG00000110665,11,2303049,2295645,-,-0.0739,2.6968644,6.839447,0.9962260716191012,True
RHOG,ENSG00000177105,11,3840959,3826978,-,-0.1495,5.2457,7.574037,1.0882402785135048,True
TRIM21,ENSG00000132109,11,4393702,4384897,-,-0.0748,4.2684455,7.403692,1.2206877693575333,True
TRIM68,ENSG00000167333,11,4608231,4598672,-,-0.0855,3.4119763,7.432444,1.5171063244808782,True
APBB1,ENSG00000166313,11,6419414,6395124,-,-0.0916,2.9378502,7.5340633,1.8321939249076242,True
TRIM3,ENSG00000110171,11,6474459,6448613,-,-0.048,2.3887668,8.342563,2.657591171349038,True
OR2AG2,ENSG00000188124,11,6771976,6765626,-,0.0389,0.31324545,4.8035207,1.1791470149578724,True
AC107884.1,ENSG00000251364,11,7513644,7418826,-,-0.1191,3.2154744,7.0726113,1.0657171415448903,True
STK33,ENSG00000130413,11,8594289,8391868,-,-0.0472,1.5161397,7.3052664,2.1327916233668063,True
DENND5A,ENSG00000184014,11,9265350,9138825,-,-0.0571,2.6491947,8.067659,2.4743745413085994,True
SBF2,ENSG00000133812,11,10294207,9778667,-,-0.016,1.0141023,6.177972,1.4666353015581515,True
AC080023.1,ENSG00000254554,11,10303704,10302657,-,0.0104,0.38908926,4.974956,1.3176385711134229,True
UEVLD,ENSG00000151116,11,18588747,18529609,-,-0.0336,2.2245424,6.8025613,0.9790832408183348,True
LMO2,ENSG00000135363,11,33892076,33858576,-,-0.0484,1.815163,6.6161346,1.0428370701312057,True
TRAF6,ENSG00000175104,11,36510272,36483769,-,-0.0789,4.0013566,7.2216945,1.1518276687679296,True
AGBL2,ENSG00000165923,11,47715389,47659591,-,-0.0588,2.3783638,7.88708,2.16114294502071,True
AP002358.1,ENSG00000214797,11,59284033,59268876,-,-0.0472,0.39203575,5.518914,1.7570672718879814,True
LINC02739,ENSG00000255008,11,59566283,59560298,-,-0.0436,0.7047112,6.2844877,1.5864209978045711,True
SLC15A3,ENSG00000110446,11,60952530,60937084,-,-0.0232,2.7524433,6.985958,1.1725515453078768,True
VPS37C,ENSG00000167987,11,61161615,61130257,-,-0.0289,1.7623447,6.854885,1.2978260991926096,True
FADS3,ENSG00000221968,11,61892051,61873519,-,-0.1551,3.9981992,7.4026027,1.3950825191275855,True
WDR74,ENSG00000133316,11,62841809,62832342,-,-0.1504,5.368813,7.5841017,1.1002374578121816,True
RASGRP2,ENSG00000068831,11,64745456,64726911,-,-0.2333,4.9218755,7.326068,0.9561895765528157,True
MAP4K2,ENSG00000168067,11,64803241,64784918,-,-0.0906,4.3270807,7.2981277,1.0818152008636737,True
MEN1,ENSG00000133895,11,64811294,64803510,-,-0.0069,3.7265491,7.0782604,0.9589617444660583,True
CDC42BPG,ENSG00000171219,11,64844653,64823052,-,-0.04,1.2220944,6.741463,1.5195320825922911,True
BATF2,ENSG00000168062,11,64997018,64987945,-,-0.0647,2.0958452,7.4100566,1.6412162084660222,True
LTBP3,ENSG00000168056,11,65558930,65538805,-,-0.0918,3.9858375,7.2419453,1.1790575266455976,True
KCNK7,ENSG00000173338,11,65595996,65592855,-,-0.0371,0.7509885,6.374011,1.6870971807935933,True
FOSL1,ENSG00000175592,11,65900573,65892049,-,0.0471,0.36336833,4.8302364,1.2007289489952635,True
C11orf68,ENSG00000175573,11,65919062,65916810,-,-0.056,4.1039,7.8849874,1.8538456624721094,True
PC,ENSG00000173599,11,66958386,66848417,-,-0.026,1.717296,7.0568523,1.5135301056019517,True
CPT1A,ENSG00000110090,11,68844410,68754620,-,0.0122,1.5223399,6.532736,1.292495333387212,True
NUMA1,ENSG00000137497,11,72080693,72002864,-,-0.1243,3.932681,7.0780215,0.9586405181881447,True
ARAP1,ENSG00000186635,11,72793599,72685069,-,-0.0557,4.273613,7.5319004,1.3893498411813758,True
C2CD3,ENSG00000168014,11,74171210,74012714,-,-0.0767,3.201594,7.3660235,1.4337856179463848,True
LIPT2,ENSG00000175536,11,74493724,74490519,-,-0.0545,2.7087433,6.9477644,1.126585582750519,True
ARRB1,ENSG00000137486,11,75351705,75260122,-,-0.0403,0.24962544,4.9533553,1.300188741354667,True
GDPD5,ENSG00000158555,11,75525941,75434640,-,-0.0731,3.195008,7.394937,1.4700559121545025,True
PAK1,ENSG00000149269,11,77474635,77321707,-,-0.0897,3.372255,7.2212768,1.2522092371059705,True
INTS4,ENSG00000149262,11,77994671,77878720,-,-0.0224,3.81177,7.4886017,1.5107194909849653,True
GAB2,ENSG00000033327,11,78418348,78215293,-,-0.0516,1.974248,6.985611,1.4374432566998434,True
MAML2,ENSG00000184384,11,96343195,95976598,-,-0.0799,1.8919806,6.59988,1.0254771031599395,True
AP002433.2,ENSG00000285696,11,108150381,108142458,-,-0.0452,0.18715562,4.581441,0.9997431195341613,True
ARHGAP20,ENSG00000137727,11,110713189,110577042,-,-0.0504,0.9288332,6.521236,1.852663449363612,True
NXPE1,ENSG00000095110,11,114559895,114521645,-,0.0393,0.21255113,4.8210764,1.1933291426008772,True
CADM1,ENSG00000182985,11,115504957,115169218,-,0.012,3.9267614,7.0942435,0.9804531289159288,True
BUD13,ENSG00000137656,11,116772987,116748170,-,-0.0932,3.3411844,7.0511703,1.0388206810417566,True
SIK3,ENSG00000160584,11,117098437,116843402,-,-0.0614,3.1008074,7.463825,1.5564721192584103,True
PCSK7,ENSG00000160613,11,117232525,117204337,-,-0.1583,4.8271046,7.4055915,1.0589085630937736,True
TMPRSS13,ENSG00000137747,11,117929459,117900641,-,-0.0297,1.2610927,7.187685,2.0048961166549897,True
JAML,ENSG00000160593,11,118225094,118193725,-,0.0443,0.23661548,4.713642,1.106539929717296,True
CCDC84-DT,ENSG00000255121,11,118998004,118994824,-,-0.0058,1.9531469,6.787691,1.2260619268820323,True
CCDC153,ENSG00000248712,11,119196769,119189638,-,-0.0185,0.9116894,6.2126164,1.505595950500687,True
ZNF202,ENSG00000166261,11,123741675,123723914,-,-0.0443,3.1417582,7.6419663,1.7799397448095096,True
CDON,ENSG00000064309,11,126063335,125955796,-,0.0472,0.19519247,4.726906,1.117254818559891,True
RPUSD4,ENSG00000165526,11,126211692,126202096,-,0.0224,3.8337538,7.0824113,0.9645431311910836,True
RIC8A,ENSG00000177963,11,215113,207511,+,-0.0994,5.305665,7.7226777,1.2654224799320903,True
NLRP6,ENSG00000174885,11,285359,278365,+,-0.0236,0.84070635,6.0221696,1.2914231152511797,True
LRRC56,ENSG00000161328,11,554912,537527,+,-0.0506,1.9612225,7.827067,2.3361306738402354,True
RASSF7,ENSG00000099849,11,564025,560404,+,-0.173,4.8208404,7.515435,1.20079149990362,True
TNNI2,ENSG00000130598,11,1841680,1838981,+,-0.0695,1.4416368,6.7153125,1.4910874613279474,True
TNNT3,ENSG00000130595,11,1938706,1919703,+,-0.0249,0.506089,5.7076254,1.909514839790987,True
CD81,ENSG00000110651,11,2397419,2376177,+,-0.1487,4.7779913,7.313937,0.9405205472878749,True
KCNQ1,ENSG00000053918,11,2848991,2444684,+,-0.0272,0.8828778,5.985447,1.250125524486449,True
PGAP2,ENSG00000148985,11,3826371,3797724,+,-0.0322,3.9008229,7.1373067,1.038357211068374,True
STIM1,ENSG00000167323,11,4093210,3854527,+,-0.0836,4.2117352,7.6265697,1.5138900259214516,True
DNHD1,ENSG00000179532,11,6593758,6497260,+,-0.1014,3.3595788,7.395354,1.4705787078062258,True
TUB,ENSG00000166402,11,8106112,8019244,+,-0.0004,0.36505532,4.5240555,0.9533851236810218,True
TMEM9B-AS1,ENSG00000254860,11,8977527,8964510,+,-0.0489,1.5271941,6.9907117,1.442890908855782,True
IPO7,ENSG00000205339,11,9448127,9384652,+,-0.0591,3.2092898,7.595819,1.7220505942574744,True
ZNF143,ENSG00000166478,11,9528524,9460319,+,-0.0686,4.233,7.6497936,1.5444416898896016,True
AMPD3,ENSG00000133805,11,10507579,10308313,+,-0.0488,2.6976902,6.8263273,0.98043657008594,True
MRVI1-AS1,ENSG00000177112,11,10599936,10541258,+,-0.0621,0.780623,5.9164796,1.1725661898253295,True
AC018523.1,ENSG00000255074,11,14441677,14440787,+,-0.0418,0.3655855,4.6284747,1.037738679311521,True
PDE3B,ENSG00000152270,11,14872044,14643804,+,-0.0282,1.0076276,6.680914,2.032234209128776,True
HTATIP2,ENSG00000109854,11,20383783,20363685,+,-0.1006,3.923798,7.1349244,1.0351539246722539,True
TRIM44,ENSG00000166326,11,35818007,35662775,+,-0.1321,4.3194647,7.210789,0.9669190141904167,True
ACCS,ENSG00000110455,11,44084237,44065925,+,-0.0899,3.362084,7.3100686,1.3635934228123758,True
EXT2,ENSG00000151348,11,44251981,44095673,+,-0.046,3.7926228,7.4982705,1.5237204994425573,True
CRY2,ENSG00000121671,11,45883248,45847118,+,-0.1115,4.533909,7.8592033,1.8199260639637778,True
LARGE2,ENSG00000165905,11,45929096,45921621,+,-0.065,2.4113202,6.9828973,1.1756385200552435,True
ZNF408,ENSG00000175213,11,46705912,46701030,+,-0.0792,4.3623185,8.080281,2.1107602905613736,True
MADD,ENSG00000110514,11,47330031,47269161,+,-0.0718,4.003828,7.7188854,1.8203662348084833,True
CTNND1,ENSG00000198561,11,57819546,57753243,+,-0.0251,2.3906937,7.059788,1.2594449778531611,True
AP000442.1,ENSG00000255139,11,59639861,59565923,+,-0.0449,0.4692619,4.8463264,1.2137269535327844,True
CD6,ENSG00000013725,11,61020377,60971680,+,-0.0793,2.5789557,7.1103554,1.3222631524886244,True
CD5,ENSG00000110448,11,61127852,61102489,+,-0.0165,1.639761,7.0745606,1.5324428342282106,True
TMEM216,ENSG00000187049,11,61398863,61392360,+,-0.1477,4.4932675,7.539115,1.3988407798278548,True
MARK2,ENSG00000072518,11,63911019,63838928,+,-0.0648,2.7889473,7.315475,1.5691237509481486,True
VPS51,ENSG00000149823,11,65111862,65089324,+,0.0054,4.8674674,7.332683,0.9647342480540941,True
CAPN1,ENSG00000014216,11,65212006,65180566,+,-0.034,5.185125,7.6760373,1.2098263221852688,True
PCNX3,ENSG00000197136,11,65637439,65615773,+,-0.0602,3.4285252,7.7530107,1.919238466761878,True
SIPA1,ENSG00000213445,11,65650918,65638101,+,-0.1231,4.4198966,7.1958747,0.9472985529224347,True
ANKRD13D,ENSG00000172932,11,67302485,67288547,+,-0.0891,3.392358,7.2937875,1.3431696988622148,True
IGHMBP2,ENSG00000132740,11,68940602,68903842,+,-0.0238,3.58517,7.5994763,1.6598050306391423,True
INPPL1,ENSG00000165458,11,72239147,72223701,+,-0.0604,2.5493162,7.240116,1.4784296667437704,True
RELT,ENSG00000054967,11,73397474,73376399,+,-0.111,3.7508276,7.154658,1.061688112866217,True
PLEKHB1,ENSG00000021300,11,73662819,73646178,+,-0.1276,3.5475817,7.4066024,1.4846894050878654,True
CCDC81,ENSG00000149201,11,86423109,86374736,+,0.0618,0.1778711,4.6250486,1.0349709745252813,True
ENDOD1,ENSG00000149218,11,95132645,95089846,+,-0.1456,3.8485758,7.6355844,1.7083570040298162,True
AP000787.1,ENSG00000245552,11,95234391,95150539,+,-0.0908,2.8030186,7.626265,1.9431582996242625,True
CEP126,ENSG00000110318,11,102001062,101915010,+,-0.0715,0.99828476,5.7655883,1.002876757953141,True
BCO2,ENSG00000197580,11,112224699,112175510,+,-0.0392,0.77494437,6.0004125,1.2669554737956705,True
LINC02762,ENSG00000250303,11,112362534,112270749,+,-0.0491,1.259322,7.186953,2.0040999660105787,True
HTR3A,ENSG00000166736,11,113990313,113974881,+,-0.0354,1.5616382,6.902866,1.349070289422301,True
ZBTB16,ENSG00000109906,11,114256765,114059711,+,-0.0992,4.028784,8.395162,2.729708457475233,True
SIDT2,ENSG00000149577,11,117197445,117178736,+,-0.1404,3.52969,7.0449347,1.0309984856898278,True
TAGLN,ENSG00000149591,11,117207464,117199370,+,-0.0633,1.5744966,6.531829,0.9527972649078481,True
CEP164,ENSG00000110274,11,117413266,117314557,+,-0.107,3.382452,7.145574,1.1572446631155895,True
IL10RA,ENSG00000110324,11,118003037,117986348,+,-0.3311,6.416029,8.242,1.023925147989875,True
KMT2A,ENSG00000118058,11,118526832,118436490,+,-0.0458,3.0564904,7.451024,1.540413798816575,True
VPS11,ENSG00000160695,11,119081978,119067692,+,-0.1275,4.939722,7.9529476,1.7659174598667138,True
HINFP,ENSG00000172273,11,119136059,119121580,+,-0.0516,4.4757743,7.210597,0.9666662152297736,True
ARHGEF12,ENSG00000196914,11,120489937,120336413,+,-0.0367,2.510461,7.7834272,2.048167524124968,True
SORL1,ENSG00000137642,11,121633763,121452314,+,-0.0876,3.059057,7.309952,1.3634468725438722,True
GRAMD1B,ENSG00000023171,11,123627774,123358428,+,0.0678,0.31300944,4.607735,1.0209845315073858,True
VWA5A,ENSG00000110002,11,124147721,124115404,+,-0.0393,3.357696,7.483149,1.5807127299976405,True
ST3GAL4,ENSG00000110080,11,126440344,126355640,+,-0.0162,1.2281613,6.4075494,1.1563276399472486,True
ZBTB44-DT,ENSG00000175773,11,130403657,130314993,+,-0.0232,0.5463028,5.873221,1.1239183325262196,True
JAM3,ENSG00000166086,11,134152001,134069071,+,-0.1165,3.082513,7.2424536,1.2787743145529775,True
ACAD8,ENSG00000151498,11,134265855,134253495,+,-0.0245,4.5856876,7.358548,0.9981436487780793,True
CACNA2D4,ENSG00000151062,12,1918666,1791963,-,-0.044,1.4173701,7.0876956,1.8961357146495188,True
DCP1B,ENSG00000151065,12,2004535,1946053,-,-0.0725,3.6754808,7.34584,1.3187576166868027,True
CRACR2A,ENSG00000130038,12,3764819,3606633,-,-0.0714,3.4238172,7.197816,1.2227789523686265,True
IFFO1,ENSG00000010295,12,6556083,6538375,-,-0.0685,4.328925,7.3686233,1.1745541545646287,True
LPAR5,ENSG00000184574,12,6635960,6618835,-,-0.1725,5.140618,8.231413,1.8718436012596888,True
CD69,ENSG00000110848,12,9760901,9752486,-,-0.3023,5.7742243,8.156716,1.4583105856913334,True
ERP27,ENSG00000139055,12,14938537,14914039,-,-0.1126,3.3006184,7.1623554,1.1782958614806907,True
LINC02422,ENSG00000255760,12,31959316,31876969,-,-0.1236,3.1695924,7.1667867,1.1838546028896892,True
ABCD2,ENSG00000173208,12,39619803,39550033,-,-0.0412,2.5634508,6.9123545,1.0839698822397772,True
PRICKLE1,ENSG00000139174,12,42590355,42456757,-,-0.0989,2.5395775,6.7755136,0.9496029633292414,True
AMIGO2,ENSG00000139211,12,47079951,47075707,-,-0.0426,3.278615,7.025873,1.0070868653492793,True
RAPGEF3,ENSG00000079337,12,47771040,47734363,-,0.0152,0.4063351,4.7652855,1.148259275461055,True
RHEBL1,ENSG00000167550,12,49070025,49064676,-,-0.0239,3.455681,7.170802,1.188891744975687,True
FMNL3,ENSG00000161791,12,49708165,49636499,-,-0.1283,2.9805853,6.91233,1.0839406147912714,True
LIMA1,ENSG00000050405,12,50283546,50175788,-,-0.0303,2.387866,6.826918,1.005630718457791,True
POU6F1,ENSG00000184271,12,51217708,51186936,-,-0.0487,2.1453702,7.157257,1.3656801043576319,True
GALNT6,ENSG00000139629,12,51392867,51351247,-,-0.017,2.6983442,7.5940847,1.9044294310494114,True
SPRYD3,ENSG00000167778,12,53079404,53064316,-,-0.0359,4.692271,7.339742,0.9738523419706894,True
AAAS,ENSG00000094914,12,53324864,53307456,-,0.0052,5.314275,7.45719,0.9489565907121348,True
MAP3K12,ENSG00000139625,12,53500063,53479669,-,-0.0185,0.5869259,6.0255876,1.2952668965686402,True
DNAJC14,ENSG00000135392,12,55830824,55820960,-,-0.0825,3.5804915,7.221351,1.1513660262128442,True
RNF41,ENSG00000181852,12,56221933,56202179,-,-0.1408,4.7690926,7.319289,0.9474336441616837,True
ZBTB39,ENSG00000166860,12,57006546,56998836,-,-0.0422,3.1882925,7.778061,1.9506624333152334,True
STAT6,ENSG00000166888,12,57132139,57095408,-,-0.3209,5.750964,7.6870327,0.967549718739754,True
AGAP2,ENSG00000135439,12,57742157,57723761,-,-0.0743,3.6991377,7.513825,1.5446354718687865,True
CPM,ENSG00000135678,12,68971570,68842197,-,0.035,0.3617899,4.7817235,1.1615384803456816,True
CSRP2,ENSG00000175183,12,76879023,76858709,-,0.0547,0.25287843,4.6457853,1.0517228110936867,True
LINC01619,ENSG00000257242,12,92142914,91984976,-,-0.044,0.8404093,6.410091,1.727671917594047,True
LINC02391,ENSG00000277851,12,92363832,92247697,-,-0.0557,1.5107168,6.6643286,1.4356312899591992,True
TMCC3,ENSG00000057704,12,94650557,94567122,-,-0.0404,2.7084982,7.2438407,1.4829121773374871,True
FGD6,ENSG00000180263,12,95217482,95076749,-,-0.063,2.0023618,6.618467,1.0453279055705529,True
USP44,ENSG00000136014,12,95551476,95516560,-,-0.0525,1.3102659,6.9159055,1.7092763057493128,True
GOLGA2P5,ENSG00000238105,12,100173659,100156357,-,-0.0566,2.3085165,8.264931,2.5729770631938043,True
APPL2,ENSG00000136044,12,105236203,105173297,-,-0.0438,2.4903927,7.114672,1.3192651555411297,True
PHETA1,ENSG00000198324,12,111369121,111360651,-,-0.0759,2.3735917,7.4748206,1.7118050575848744,True
ATXN2,ENSG00000204842,12,111599676,111443485,-,-0.0848,3.3511684,7.024682,1.0055926507749031,True
TMEM116,ENSG00000198270,12,112013185,111931282,-,-0.0559,2.4285517,7.0069695,1.20187572275048,True
HECTD4,ENSG00000173064,12,112382439,112160188,-,-0.053,3.0754113,7.03255,1.0154623627353545,True
SLC8B1,ENSG00000089060,12,113359493,113298759,-,-0.0769,3.5821707,7.719424,1.821090115981666,True
HRK,ENSG00000135116,12,116881441,116856144,-,-0.0415,2.5060706,7.0482945,1.2469175620148396,True
PXN,ENSG00000089159,12,120265771,120210439,-,-0.0322,2.5874605,7.155549,1.3766535492433656,True
SPPL3,ENSG00000157837,12,120904358,120762510,-,-0.0506,2.7314458,6.81643,0.9685252924155797,True
OASL2P,ENSG00000283542,12,121059670,121053732,-,-0.0199,0.24521366,4.9809775,1.3225029519123979,True
KDM2B,ENSG00000089094,12,121581023,121429096,-,-0.0917,3.4073198,7.514249,1.6197256078020412,True
HPD,ENSG00000158104,12,121863596,121839527,-,-0.0398,0.6859229,6.187385,1.4772212511937526,True
STX2,ENSG00000111450,12,130839266,130789600,-,-0.079,2.5628157,6.8458657,1.0039509564100397,True
LINC02361,ENSG00000256576,12,132189695,132186735,-,-0.0643,2.4129374,7.428054,1.6608321334571343,True
CD4,ENSG00000010610,12,6820799,6786858,+,0.0075,1.3352584,6.3580723,1.102510449709665,True
