Gene,Accession,Chromosome,End,Start,Strand
Y_RNA,ENSG00000265961,1,31503744,31503631,-
AC114488.1,ENSG00000229167,1,31577898,31571585,-
PEF1,ENSG00000162517,1,31644896,31629866,-
COL16A1,ENSG00000084636,1,31704319,31652263,-
ADGRB2,ENSG00000121753,1,31764893,31727117,-
MIR4254,ENSG00000266580,1,31758735,31758660,-
SPOCD1,ENSG00000134668,1,31816051,31790422,-
AL354919.1,ENSG00000203620,1,31855568,31842019,-
AL136115.2,ENSG00000269967,1,31921841,31851913,-
PTP4A2,ENSG00000184007,1,31944856,31906421,-
AL136115.3,ENSG00000284702,1,31987034,31972189,-
AL445248.1,ENSG00000203325,1,32073474,32052291,-
Metazoa_SRP,ENSG00000276493,1,32087813,32087523,-
AL049795.1,ENSG00000224066,1,32206814,32204769,-
TMEM234,ENSG00000160055,1,32222359,32214472,-
MTMR9LP,ENSG00000220785,1,32241620,32231658,-
Metazoa_SRP,ENSG00000277617,1,32269597,32269338,-
Y_RNA,ENSG00000252450,1,32286561,32286452,-
MARCKSL1,ENSG00000175130,1,32336233,32333839,-
AL109945.1,ENSG00000233775,1,32350663,32349194,-
FAM229A,ENSG00000225828,1,32364278,32361270,-
BSDC1,ENSG00000160058,1,32394731,32365103,-
GAPDHP20,ENSG00000224333,1,32403115,32402109,-
LRRC37A12P,ENSG00000229259,1,32426789,32423214,-
ZBTB8OS,ENSG00000176261,1,32650903,32600172,-
SYNC,ENSG00000162520,1,32703596,32679906,-
AC114489.1,ENSG00000224409,1,32725237,32717734,-
YARS,ENSG00000134684,1,32818153,32775237,-
FNDC5,ENSG00000160097,1,32872482,32862268,-
TMEM54,ENSG00000121900,1,32901438,32894594,-
RNF19B,ENSG00000116514,1,32964685,32936445,-
AK2,ENSG00000004455,1,33080996,33007940,-
Metazoa_SRP,ENSG00000276645,1,33029576,33029232,-
AL662907.1,ENSG00000278997,1,33143230,33141871,-
TRIM62,ENSG00000116525,1,33182059,33145399,-
A3GALT2,ENSG00000184389,1,33321098,33306766,-
PHC2,ENSG00000134686,1,33431052,33323623,-
MIR3605,ENSG00000284154,1,33332492,33332393,-
RN7SKP16,ENSG00000222112,1,33336864,33336566,-
AC115285.1,ENSG00000235907,1,33512743,33512008,-
CSMD2,ENSG00000121904,1,34165842,33513999,-
AC115286.1,ENSG00000270241,1,34277292,34276859,-
AC099565.1,ENSG00000287703,1,34685732,34640157,-
MIR552,ENSG00000207941,1,34669694,34669599,-
SMIM12,ENSG00000163866,1,34859755,34712737,-
AL121988.1,ENSG00000255811,1,34788097,34761426,-
DLGAP3,ENSG00000116544,1,34929650,34865436,-
AC114490.3,ENSG00000284773,1,34985313,34974356,-
AC114490.1,ENSG00000241014,1,34978706,34975699,-
AC114490.2,ENSG00000271741,1,35031741,34981533,-
TMEM35B,ENSG00000243749,1,34985353,34981535,-
ZMYM6,ENSG00000163867,1,35031945,34986165,-
AL590434.1,ENSG00000284640,1,35146435,35141515,-
SFPQ,ENSG00000116560,1,35193145,35176378,-
RN7SL503P,ENSG00000240374,1,35292498,35292196,-
ZMYM4-AS1,ENSG00000227409,1,35366077,35358822,-
KIAA0319L,ENSG00000142687,1,35557950,35433492,-
AC004865.2,ENSG00000239636,1,35577729,35569813,-
PSMB2,ENSG00000126067,1,35641526,35599541,-
C1orf216,ENSG00000142686,1,35718894,35713877,-
CLSPN,ENSG00000092853,1,35769978,35720218,-
AL139286.1,ENSG00000271164,1,35873752,35873270,-
AL139286.3,ENSG00000286899,1,35910872,35908980,-
AL139286.2,ENSG00000271914,1,35930115,35929720,-
AL138787.2,ENSG00000271554,1,36013630,35992109,-
AL138787.1,ENSG00000232862,1,36084026,36080066,-
COL8A2,ENSG00000171812,1,36125222,36095239,-
TRAPPC3,ENSG00000054116,1,36156053,36136570,-
UBE2V2P4,ENSG00000231849,1,36242156,36241898,-
EVA1B,ENSG00000142694,1,36324154,36322031,-
STK40,ENSG00000196182,1,36385896,36339624,-
LSM10,ENSG00000181817,1,36397908,36391238,-
RNU4-27P,ENSG00000222821,1,36402859,36402721,-
OSCP1,ENSG00000116885,1,36450451,36415827,-
SNORA63C,ENSG00000201448,1,36418578,36418450,-
MRPS15,ENSG00000116898,1,36464384,36455718,-
CSF3R,ENSG00000119535,1,36483278,36466043,-
AC117945.2,ENSG00000284720,1,36769725,36768122,-
GRIK3,ENSG00000163873,1,37034515,36795527,-
AL353604.1,ENSG00000223944,1,37325100,37154761,-
RNA5SP43,ENSG00000252368,1,37264786,37264677,-
LINC01137,ENSG00000233621,1,37474411,37350934,-
MEAF6,ENSG00000163875,1,37514774,37492575,-
MIR5581,ENSG00000263675,1,37500994,37500935,-
SNIP1,ENSG00000163877,1,37554293,37534449,-
GNL2,ENSG00000134697,1,37595937,37566816,-
RSPO1,ENSG00000169218,1,37634892,37611350,-
C1orf109,ENSG00000116922,1,37692249,37681570,-
EPHA10,ENSG00000183317,1,37765133,37713880,-
Y_RNA,ENSG00000200421,1,37738054,37737955,-
AL929472.1,ENSG00000227416,1,37782885,37782457,-
AL929472.3,ENSG00000233728,1,37800879,37799720,-
YRDC,ENSG00000196449,1,37808208,37802945,-
MTF1,ENSG00000188786,1,37859592,37809574,-
INPP5B,ENSG00000204084,1,37947057,37860697,-
SF3A3,ENSG00000183431,1,37990075,37956975,-
FHL3,ENSG00000183386,1,38005606,37996770,-
POU3F1,ENSG00000185668,1,38046793,38043829,-
AL139158.1,ENSG00000223589,1,38080911,38080572,-
LINC02786,ENSG00000284623,1,38140593,38129464,-
LINC01343,ENSG00000237290,1,38214806,38209034,-
AL513479.1,ENSG00000275350,1,38384422,38383838,-
AL354702.2,ENSG00000284632,1,38815979,38754216,-
RRAGC,ENSG00000116954,1,38859772,38838198,-
AL139260.2,ENSG00000273637,1,38874494,38839333,-
MYCBP,ENSG00000214114,1,38873368,38862493,-
AL139260.3,ENSG00000274944,1,38881617,38864501,-
GJA9,ENSG00000131233,1,38881587,38874069,-
RHBDL2,ENSG00000158315,1,38941830,38885807,-
Y_RNA,ENSG00000207466,1,38950925,38950825,-
EIF1P2,ENSG00000235549,1,38958925,38958275,-
RNU6-608P,ENSG00000206654,1,39121043,39120940,-
RNA5SP44,ENSG00000222378,1,39154296,39154164,-
AL442071.2,ENSG00000287422,1,39238620,39226670,-
AL442071.1,ENSG00000226438,1,39257649,39249838,-
HSPE1P8,ENSG00000217897,1,39304898,39304294,-
PPIEL,ENSG00000243970,1,39559671,39522280,-
PABPC4,ENSG00000090621,1,39576790,39560816,-
SNORA55,ENSG00000201457,1,39567508,39567374,-
HEYL,ENSG00000163909,1,39639643,39623435,-
NT5C1A,ENSG00000116981,1,39672038,39659121,-
HPCAL4,ENSG00000116983,1,39691485,39678648,-
RNU7-121P,ENSG00000252413,1,39723627,39723566,-
BMP8B,ENSG00000116985,1,39788865,39757182,-
OXCT2,ENSG00000198754,1,39771348,39769523,-
AL033527.1,ENSG00000229213,1,39795996,39795843,-
LINC02811,ENSG00000284678,1,39817460,39801414,-
TRIT1,ENSG00000043514,1,39883511,39838110,-
Y_RNA,ENSG00000202222,1,39881678,39881566,-
MYCL,ENSG00000116990,1,39902256,39895426,-
Y_RNA,ENSG00000207356,1,39944998,39944890,-
PPT1,ENSG00000131238,1,40097727,40071461,-
AL050341.2,ENSG00000259943,1,40257967,40256427,-
AL050341.1,ENSG00000231296,1,40262984,40262672,-
COL9A2,ENSG00000049089,1,40317813,40300489,-
AL031985.2,ENSG00000227311,1,40333557,40333078,-
AL031985.4,ENSG00000284677,1,40450039,40436199,-
AL603839.3,ENSG00000238287,1,40508661,40493157,-
AL603839.1,ENSG00000227278,1,40515057,40514461,-
AL603839.2,ENSG00000238186,1,40517174,40515754,-
AL356379.2,ENSG00000286838,1,40584335,40559666,-
GTF2F2P2,ENSG00000233910,1,40594353,40593633,-
RIMS3,ENSG00000117016,1,40665682,40620680,-
AL031289.1,ENSG00000237899,1,40687588,40669089,-
NFYC-AS1,ENSG00000272145,1,40692066,40690380,-
CITED4,ENSG00000179862,1,40862363,40861054,-
AL391730.1,ENSG00000228940,1,40939763,40938104,-
UBE2V1P8,ENSG00000233118,1,40942515,40942251,-
SLFNL1,ENSG00000171790,1,41023237,41015597,-
SCMH1,ENSG00000010803,1,41242154,41027200,-
AC093151.1,ENSG00000213987,1,41264862,41264550,-
AC093151.6,ENSG00000286640,1,41306148,41302932,-
AC093151.2,ENSG00000229901,1,41375669,41375004,-
RNA5SP45,ENSG00000252563,1,41467028,41466937,-
EDN2,ENSG00000127129,1,41484683,41478775,-
HIVEP3,ENSG00000127124,1,42035925,41506365,-
AC119676.1,ENSG00000284895,1,41628816,41585306,-
GUCA2A,ENSG00000197273,1,42164745,42162690,-
FOXJ3,ENSG00000198815,1,42335877,42176539,-
AC096540.1,ENSG00000227527,1,42338376,42335386,-
AL513331.1,ENSG00000235002,1,42412794,42412398,-
ZMYND12,ENSG00000066185,1,42456253,42430329,-
TMSB4XP1,ENSG00000236876,1,42500339,42500205,-
AC098484.4,ENSG00000285728,1,42682160,42658687,-
CLDN19,ENSG00000164007,1,42740254,42733093,-
P3H1,ENSG00000117385,1,42767084,42746335,-
AC098484.1,ENSG00000228452,1,42776790,42775813,-
SVBP,ENSG00000177868,1,42817397,42807052,-
AL512353.1,ENSG00000228192,1,42846422,42832522,-
AL512353.2,ENSG00000233708,1,42888767,42886597,-
AL512353.3,ENSG00000237090,1,42892430,42891094,-
SLC2A1,ENSG00000117394,1,42958868,42925375,-
ATP6V0CP4,ENSG00000284138,1,42952641,42952202,-
AC099795.1,ENSG00000283973,1,42961864,42959065,-
U6,ENSG00000283136,1,43023637,43023549,-
EBNA1BP2,ENSG00000117395,1,43270936,43164175,-
MIR6733,ENSG00000284410,1,43171712,43171652,-
C1orf210,ENSG00000253313,1,43285617,43281877,-
AL139289.3,ENSG00000287113,1,43348844,43348288,-
AL139289.2,ENSG00000234694,1,43358658,43354684,-
ELOVL1,ENSG00000066322,1,43368074,43363398,-
MIR6734,ENSG00000283836,1,43364715,43364648,-
MED8,ENSG00000159479,1,43389808,43383917,-
SZT2-AS1,ENSG00000229372,1,43448644,43447776,-
HYI,ENSG00000178922,1,43453989,43451003,-
KDM4A-AS1,ENSG00000236200,1,43708138,43685123,-
AL451062.1,ENSG00000229444,1,43727343,43709392,-
SHMT1P1,ENSG00000224751,1,43851611,43850300,-
AL357079.1,ENSG00000237950,1,43946551,43937918,-
AL357079.2,ENSG00000285649,1,43974821,43968351,-
SLC6A9,ENSG00000196517,1,44031467,43991500,-
AL139220.1,ENSG00000227163,1,44088477,44087958,-
KRT8P47,ENSG00000271647,1,44104703,44103306,-
RN7SL479P,ENSG00000239560,1,44117397,44117098,-
AL356653.1,ENSG00000233514,1,44122512,44122153,-
KLF18,ENSG00000283039,1,44141631,44137821,-
AL359839.1,ENSG00000226804,1,44151753,44150594,-
Y_RNA,ENSG00000200171,1,44153480,44153385,-
OOSP1P1,ENSG00000238037,1,44155301,44155028,-
AL035417.1,ENSG00000227994,1,44172719,44172506,-
AL035417.2,ENSG00000271329,1,44189049,44187943,-
ERI3,ENSG00000117419,1,44355260,44221070,-
ERI3-IT1,ENSG00000233602,1,44244273,44243408,-
TMEM53,ENSG00000126106,1,44674481,44635238,-
RNU5F-1,ENSG00000199377,1,44721902,44721786,-
RNU5D-1,ENSG00000200169,1,44731170,44731055,-
AL592166.1,ENSG00000225721,1,44775810,44759037,-
RPS15AP11,ENSG00000234093,1,44780715,44780331,-
BEST4,ENSG00000142959,1,44788170,44783585,-
TCTEX1D4,ENSG00000188396,1,44806675,44805913,-
PTCH2,ENSG00000117425,1,44843253,44819844,-
RNU5E-6P,ENSG00000202444,1,44819997,44819883,-
AL136380.1,ENSG00000226499,1,44844082,44843921,-
EIF2B3,ENSG00000070785,1,44986722,44850522,-
PPIAP35,ENSG00000232369,1,44988725,44988234,-
MRPS17P1,ENSG00000268949,1,44991834,44988705,-
HECTD3,ENSG00000126107,1,45011324,45002540,-
ZSWIM5,ENSG00000162415,1,45306209,45016399,-
OSTCP5,ENSG00000234315,1,45070429,45069977,-
MUTYH,ENSG00000132781,1,45340893,45329163,-
AL451136.1,ENSG00000288208,1,45491155,45329262,-
TESK2,ENSG00000070759,1,45491163,45343883,-
CCDC163,ENSG00000280670,1,45500079,45493866,-
PRDX1,ENSG00000117450,1,45523047,45511036,-
AL355480.3,ENSG00000281133,1,45580996,45580892,-
AL355480.1,ENSG00000280836,1,45581321,45581219,-
AL355480.2,ENSG00000281112,1,45592814,45592722,-
AL355480.4,ENSG00000281825,1,45605730,45605657,-
CCDC17,ENSG00000159588,1,45624057,45620044,-
GPBP1L1,ENSG00000159592,1,45688113,45627304,-
RPS15AP10,ENSG00000225447,1,45646197,45645816,-
AL604028.2,ENSG00000234329,1,45651826,45651039,-
IPP,ENSG00000197429,1,45750653,45694324,-
AL604028.1,ENSG00000230896,1,45697075,45694684,-
TMA16P2,ENSG00000232467,1,45847594,45846994,-
PIK3R3,ENSG00000117461,1,46133036,46040140,-
AL358075.4,ENSG00000278139,1,46176488,46043661,-
P3R3URF,ENSG00000250719,1,46176478,46175486,-
POMGNT1,ENSG00000085998,1,46220305,46188682,-
LRRC41,ENSG00000132128,1,46303608,46261196,-
LINC01398,ENSG00000224863,1,46451317,46446600,-
TMEM275,ENSG00000282881,1,46543969,46532166,-
KNCN,ENSG00000162456,1,46551527,46545644,-
MKNK1,ENSG00000079277,1,46616843,46557408,-
MOB3C,ENSG00000142961,1,46616891,46607715,-
ATPAF1,ENSG00000123472,1,46673867,46632737,-
NENFP1,ENSG00000233647,1,46666375,46665910,-
EFCAB14,ENSG00000159658,1,46719114,46675159,-
CYP4Z2P,ENSG00000154198,1,46900437,46843095,-
CYP4A11,ENSG00000187048,1,46941484,46929177,-
CYP4A26P,ENSG00000259832,1,46967874,46967679,-
CYP4A43P,ENSG00000261196,1,46994502,46994382,-
CYP4A27P,ENSG00000261593,1,47001087,47000898,-
CYP4A44P,ENSG00000261290,1,47003148,47002995,-
AL450996.1,ENSG00000225154,1,47075979,47074778,-
CYP4A22-AS1,ENSG00000225506,1,47179271,47096653,-
MTND1P34,ENSG00000225514,1,47165920,47164510,-
PDZK1IP1,ENSG00000162366,1,47191044,47183582,-
TAL1,ENSG00000162367,1,47232220,47216290,-
STIL,ENSG00000123473,1,47314147,47250139,-
LINC01389,ENSG00000225762,1,47408477,47380928,-
FOXD2-AS1,ENSG00000237424,1,47434641,47432133,-
AL356458.1,ENSG00000271355,1,47484162,47483698,-
RPL21P24,ENSG00000229554,1,47498341,47497894,-
TRABD2B,ENSG00000269113,1,47997385,47760528,-
AL691459.1,ENSG00000223814,1,47765547,47761132,-
AL356289.1,ENSG00000231413,1,48082196,48078787,-
SKINT1L,ENSG00000242267,1,48182428,48096092,-
AL109659.2,ENSG00000272491,1,48229561,48227888,-
AL109659.3,ENSG00000279214,1,48263179,48262230,-
SPATA6,ENSG00000132122,1,48472208,48295373,-
PPP1R8P1,ENSG00000224986,1,48326123,48325080,-
AL356968.1,ENSG00000232514,1,48497736,48497263,-
AGBL4,ENSG00000186094,1,50023954,48532854,-
BEND5,ENSG00000162373,1,48776969,48727519,-
AGBL4-IT1,ENSG00000225623,1,49472085,49374201,-
AL390023.1,ENSG00000237478,1,49691523,49691262,-
AL592182.2,ENSG00000237337,1,50175868,50174306,-
AL592182.1,ENSG00000233407,1,50223127,50206084,-
LINC02808,ENSG00000284696,1,50321192,50229662,-
HMGB1P45,ENSG00000229316,1,50399773,50398825,-
FCF1P6,ENSG00000225671,1,50406024,50405430,-
DMRTA2,ENSG00000142700,1,50423443,50417550,-
FAF1,ENSG00000185104,1,50960267,50437028,-
CFL1P2,ENSG00000213478,1,51158471,51157788,-
LINC01562,ENSG00000203356,1,51235096,51195095,-
AL162430.1,ENSG00000233406,1,51251472,51250603,-
AL162430.2,ENSG00000236434,1,51266074,51264916,-
TTC39A,ENSG00000085831,1,51345116,51287258,-
EPS15,ENSG00000085832,1,51519266,51354263,-
RNU6-1281P,ENSG00000252032,1,51538729,51538625,-
CALR4P,ENSG00000227742,1,51594897,51561866,-
GAPDHP51,ENSG00000236973,1,51708137,51707138,-
AL050343.1,ENSG00000212624,1,51724896,51724775,-
NRDC,ENSG00000078618,1,51878937,51789191,-
MIR761,ENSG00000283899,1,51836402,51836344,-
RAB3B,ENSG00000169213,1,51990700,51907956,-
TXNDC12,ENSG00000117862,1,52056171,52020131,-
AL445685.3,ENSG00000285839,1,52033350,52020153,-
KTI12,ENSG00000198841,1,52033810,52032103,-
AL139156.2,ENSG00000228407,1,52160600,52160261,-
AL139156.1,ENSG00000223429,1,52163026,52162186,-
AL139156.3,ENSG00000236004,1,52190309,52189916,-
DNAJC19P7,ENSG00000237663,1,52252773,52252062,-
CC2D1B,ENSG00000154222,1,52366193,52345723,-
ORC1,ENSG00000085840,1,52404423,52372829,-
TUT4,ENSG00000134744,1,52553487,52408282,-
COA7,ENSG00000162377,1,52698347,52684449,-
RPS13P2,ENSG00000228929,1,52772648,52772194,-
RNU6-969P,ENSG00000206627,1,52805212,52805108,-
AC099677.4,ENSG00000242391,1,52881730,52881216,-
ECHDC2,ENSG00000121310,1,52927212,52895910,-
AC099677.2,ENSG00000231866,1,52925423,52925249,-
AC099677.3,ENSG00000237279,1,52943930,52943536,-
AL445183.3,ENSG00000236360,1,52993702,52993201,-
AL445183.1,ENSG00000232993,1,53085502,53069938,-
HIGD1AP11,ENSG00000227644,1,53073389,53073110,-
SLC1A7,ENSG00000162383,1,53142632,53087179,-
AL606760.2,ENSG00000236723,1,53213775,53209783,-
CZIB,ENSG00000162384,1,53220634,53214099,-
MAGOH,ENSG00000162385,1,53238518,53226900,-
LRP8,ENSG00000157193,1,53328469,53242364,-
AC119428.1,ENSG00000226938,1,53349233,53348488,-
LINC02812,ENSG00000230138,1,53368245,53366656,-
SLC25A3P1,ENSG00000236253,1,53440020,53413149,-
GLIS1,ENSG00000174332,1,53738106,53506237,-
RNU7-95P,ENSG00000239007,1,53688812,53688749,-
NDC1,ENSG00000058804,1,53838463,53765478,-
AL049745.1,ENSG00000201003,1,53771153,53771018,-
YIPF1,ENSG00000058799,1,53889798,53851719,-
HSPB11,ENSG00000081870,1,53945929,53916574,-
HNRNPA3P12,ENSG00000219102,1,53976031,53974969,-
LDLRAD1,ENSG00000203985,1,54018186,54007298,-
TMEM59,ENSG00000116209,1,54053504,54026681,-
AL353898.3,ENSG00000280378,1,54034880,54033126,-
AL353898.2,ENSG00000279049,1,54100224,54099968,-
AL357673.1,ENSG00000256407,1,54200073,54132686,-
CDCP2,ENSG00000157211,1,54153770,54132968,-
CYB5RL,ENSG00000215883,1,54200036,54169651,-
SSBP3,ENSG00000157216,1,54413479,54225432,-
LINC02784,ENSG00000235741,1,54517259,54516412,-
FAM151A,ENSG00000162391,1,54623556,54609181,-
AL590093.1,ENSG00000230728,1,54628438,54621477,-
PARS2,ENSG00000162396,1,54764523,54756898,-
TTC22,ENSG00000006555,1,54801323,54779712,-
DHCR24,ENSG00000116133,1,54887195,54849627,-
AL590440.2,ENSG00000284601,1,54980464,54974900,-
AL590440.1,ENSG00000233271,1,54992274,54980950,-
USP24,ENSG00000162402,1,55215364,55066359,-
MTCO2P34,ENSG00000232198,1,55373316,55372710,-
RN7SKP291,ENSG00000199831,1,55376852,55376526,-
Y_RNA,ENSG00000272051,1,55484972,55484871,-
LINC01753,ENSG00000230250,1,55944980,55915603,-
PIGQP1,ENSG00000227104,1,55939280,55938714,-
AC119674.1,ENSG00000260971,1,56477687,56154545,-
AC119674.2,ENSG00000284686,1,56524495,56173433,-
RPSAP20,ENSG00000229871,1,56208456,56207567,-
PLPP3,ENSG00000162407,1,56645301,56494761,-
RPL23AP85,ENSG00000224980,1,56586242,56585612,-
AC099789.1,ENSG00000225475,1,56619549,56619409,-
FYB2,ENSG00000187889,1,56819696,56718789,-
AL360295.1,ENSG00000229913,1,56826920,56823679,-
C8B,ENSG00000021852,1,56966140,56929207,-
DAB1,ENSG00000173406,1,58546734,56994778,-
RPS20P5,ENSG00000236888,1,57606206,57605847,-
HNRNPA1P6,ENSG00000229887,1,58049335,58047889,-
RPS26P15,ENSG00000223416,1,58056480,58056133,-
AL357373.1,ENSG00000233216,1,58229003,58228682,-
OMA1,ENSG00000162600,1,58546802,58415384,-
AL035411.2,ENSG00000270209,1,58553333,58552913,-
RN7SL713P,ENSG00000264128,1,58565932,58565631,-
TACSTD2,ENSG00000184292,1,58577252,58575433,-
AL035411.1,ENSG00000185839,1,58631530,58630841,-
MYSM1,ENSG00000162601,1,58700077,58643440,-
JUN,ENSG00000177606,1,58784047,58780791,-
AL136985.2,ENSG00000272226,1,58813342,58812808,-
AL136985.1,ENSG00000231740,1,58851254,58838448,-
LINC02777,ENSG00000232453,1,58931897,58882868,-
AL592431.2,ENSG00000241042,1,59056049,59054397,-
AL592431.1,ENSG00000235215,1,59078116,59055999,-
AC093425.1,ENSG00000224609,1,59296491,59131932,-
AC093424.1,ENSG00000270457,1,59289640,59289303,-
MIR4711,ENSG00000266150,1,59733296,59733227,-
AL035416.1,ENSG00000226883,1,59789182,59754747,-
CYP2J2,ENSG00000134716,1,59926773,59893308,-
RN7SL475P,ENSG00000265535,1,59975054,59974757,-
C1orf87,ENSG00000162598,1,60073770,59987269,-
LINC01748,ENSG00000226476,1,60640507,60515716,-
AC099792.1,ENSG00000231252,1,60868009,60659631,-
NFIA-AS2,ENSG00000237928,1,61056885,60912675,-
NFIA-AS1,ENSG00000237853,1,61253510,61248945,-
AC099791.4,ENSG00000287224,1,61589904,61588049,-
TM2D1,ENSG00000162604,1,61725423,61681046,-
AC099791.2,ENSG00000271200,1,61742424,61741998,-
MIR3116-2,ENSG00000283690,1,62078856,62078789,-
AL162739.1,ENSG00000237227,1,62208442,62208136,-
KANK4,ENSG00000132854,1,62319434,62236165,-
RNU6-371P,ENSG00000201153,1,62298256,62298149,-
DOCK7,ENSG00000116641,1,62688386,62454298,-
AL138847.1,ENSG00000213703,1,62641667,62641122,-
LINC01739,ENSG00000229537,1,63022504,62975751,-
AL162400.2,ENSG00000229225,1,63079031,63078081,-
LINC00466,ENSG00000224209,1,63317274,63159083,-
RNA5SP49,ENSG00000252259,1,63186450,63186336,-
FOXD3-AS1,ENSG00000230798,1,63324441,63320884,-
MIR6068,ENSG00000275836,1,63326984,63326925,-
AL049636.1,ENSG00000236674,1,63361179,63359823,-
ITGB3BP,ENSG00000142856,1,63593721,63440770,-
RN7SL488P,ENSG00000264271,1,63529898,63529613,-
RNU7-123P,ENSG00000251720,1,63536770,63536711,-
AL109925.3,ENSG00000276884,1,63549112,63548977,-
AL109925.6,ENSG00000278287,1,63549216,63549133,-
AL109925.4,ENSG00000277565,1,63549284,63549227,-
AL109925.2,ENSG00000275823,1,63549366,63549294,-
AL109925.5,ENSG00000277689,1,63549463,63549374,-
AL109925.1,ENSG00000274199,1,63549608,63549489,-
AL161742.1,ENSG00000177452,1,63789304,63788721,-
CFL1P3,ENSG00000228056,1,63843685,63843196,-
RNU6-809P,ENSG00000207190,1,64029000,64028894,-
Y_RNA,ENSG00000200508,1,64066741,64066640,-
ROR1-AS1,ENSG00000223949,1,64171297,64094442,-
RNU7-62P,ENSG00000238653,1,64384459,64384398,-
JAK1,ENSG00000162434,1,65067754,64833229,-
LINC01359,ENSG00000226891,1,65002489,64972225,-
SLC2A3P2,ENSG00000185031,1,64986087,64984608,-
AL357078.2,ENSG00000272506,1,65004087,65003470,-
RNU6-1176P,ENSG00000212257,1,65023074,65022968,-
MIR3671,ENSG00000265996,1,65057842,65057755,-
MIR101-1,ENSG00000199135,1,65058508,65058434,-
AL357078.1,ENSG00000235804,1,65078131,65077413,-
MRPS21P1,ENSG00000234496,1,65092614,65092392,-
AL139294.1,ENSG00000229294,1,65306521,65279456,-
COX6CP13,ENSG00000234144,1,65298980,65298755,-
AC097063.1,ENSG00000224570,1,65578380,65576129,-
RN7SL854P,ENSG00000239319,1,65761352,65761058,-
AL590783.1,ENSG00000227466,1,66050718,66042500,-
RNU4-88P,ENSG00000223152,1,66094546,66094461,-
AL139147.1,ENSG00000248458,1,66677027,66665864,-
INSL5,ENSG00000172410,1,66801256,66797741,-
WDR78,ENSG00000152763,1,66924856,66812885,-
SLC35D1,ENSG00000116704,1,67054148,66999350,-
C1orf141,ENSG00000203963,1,67231853,67092165,-
AL133320.1,ENSG00000252433,1,67102779,67102645,-
AL133320.2,ENSG00000275678,1,67123956,67121605,-
RNU4ATAC4P,ENSG00000252116,1,67267726,67267601,-
SERBP1,ENSG00000142864,1,67430415,67407810,-
RN7SL392P,ENSG00000242482,1,67657129,67656831,-
HNRNPCP9,ENSG00000232048,1,67661013,67660155,-
GNG12,ENSG00000172380,1,67833467,67701475,-
RNU7-80P,ENSG00000238778,1,67772653,67772593,-
DIRAS3,ENSG00000162595,1,68051631,68045886,-
ARL5AP3,ENSG00000228431,1,68049745,68049360,-
WLS,ENSG00000116729,1,68233120,68098473,-
CTBP2P8,ENSG00000234383,1,68163090,68161761,-
MIR1262,ENSG00000221203,1,68183610,68183518,-
RPS7P4,ENSG00000229133,1,68243055,68242474,-
ELOCP18,ENSG00000237622,1,68375663,68375327,-
AL139413.1,ENSG00000229440,1,68381657,68381441,-
RPE65,ENSG00000116745,1,68449954,68428822,-
DEPDC1,ENSG00000024526,1,68497221,68474152,-
TXNP2,ENSG00000225167,1,68514669,68514375,-
LINC02791,ENSG00000235446,1,69249477,69215835,-
SGO1P1,ENSG00000270615,1,69608301,69606855,-
AL117353.1,ENSG00000287283,1,69710274,69706950,-
AL158840.1,ENSG00000237919,1,70031222,70013982,-
LRRC40,ENSG00000066557,1,70205579,70144805,-
RN7SL242P,ENSG00000244389,1,70180440,70180144,-
AL353771.1,ENSG00000228988,1,70221023,70218589,-
ANKRD13C,ENSG00000118454,1,70354734,70258999,-
AL158839.1,ENSG00000226088,1,70360437,70359562,-
