Gene,Accession,Chromosome,End,Start,Strand,gene_count_corr
ABCD2,ENSG00000173208,12,39619803,39550033,-,-0.0412
PRICKLE1,ENSG00000139174,12,42590355,42456757,-,-0.1002
AMIGO2,ENSG00000139211,12,47079951,47075707,-,-0.0436
RAPGEF3,ENSG00000079337,12,47771040,47734363,-,0.0138
RHEBL1,ENSG00000167550,12,49070025,49064676,-,-0.022
FMNL3,ENSG00000161791,12,49708165,49636499,-,-0.1298
LIMA1,ENSG00000050405,12,50283546,50175788,-,-0.0277
POU6F1,ENSG00000184271,12,51217708,51186936,-,-0.0475
GALNT6,ENSG00000139629,12,51392867,51351247,-,-0.016
SPRYD3,ENSG00000167778,12,53079404,53064316,-,-0.0353
AAAS,ENSG00000094914,12,53324864,53307456,-,0.0032
MAP3K12,ENSG00000139625,12,53500063,53479669,-,-0.0166
DNAJC14,ENSG00000135392,12,55830824,55820960,-,-0.0847
RNF41,ENSG00000181852,12,56221933,56202179,-,-0.1428
ZBTB39,ENSG00000166860,12,57006546,56998836,-,-0.0404
STAT6,ENSG00000166888,12,57132139,57095408,-,-0.3194
AGAP2,ENSG00000135439,12,57742157,57723761,-,-0.0723
CPM,ENSG00000135678,12,68971570,68842197,-,0.0372
CSRP2,ENSG00000175183,12,76879023,76858709,-,0.0554
LINC01619,ENSG00000257242,12,92142914,91984976,-,-0.0447
LINC02391,ENSG00000277851,12,92363832,92247697,-,-0.0555
TMCC3,ENSG00000057704,12,94650557,94567122,-,-0.0381
FGD6,ENSG00000180263,12,95217482,95076749,-,-0.0599
USP44,ENSG00000136014,12,95551476,95516560,-,-0.0544
GOLGA2P5,ENSG00000238105,12,100173659,100156357,-,-0.0595
APPL2,ENSG00000136044,12,105236203,105173297,-,-0.0422
PHETA1,ENSG00000198324,12,111369121,111360651,-,-0.0797
ATXN2,ENSG00000204842,12,111599676,111443485,-,-0.0864
TMEM116,ENSG00000198270,12,112013185,111931282,-,-0.0565
HECTD4,ENSG00000173064,12,112382439,112160188,-,-0.0545
SLC8B1,ENSG00000089060,12,113359493,113298759,-,-0.0784
HRK,ENSG00000135116,12,116881441,116856144,-,-0.0411
PXN,ENSG00000089159,12,120265771,120210439,-,-0.0351
SPPL3,ENSG00000157837,12,120904358,120762510,-,-0.0512
OASL2P,ENSG00000283542,12,121059670,121053732,-,-0.0211
KDM2B,ENSG00000089094,12,121581023,121429096,-,-0.0914
HPD,ENSG00000158104,12,121863596,121839527,-,-0.0411
STX2,ENSG00000111450,12,130839266,130789600,-,-0.083
LINC02361,ENSG00000256576,12,132189695,132186735,-,-0.0652
CD4,ENSG00000010610,12,6820799,6786858,+,0.0113
CLSTN3,ENSG00000139182,12,7158945,7129698,+,-0.0452
PEX5,ENSG00000139197,12,7218574,7188685,+,-0.0236
FOXJ2,ENSG00000065970,12,8055517,8032716,+,-0.039
AC010175.1,ENSG00000256427,12,9261050,9240406,+,-0.0095
ETV6,ENSG00000139083,12,11895402,11649854,+,-0.088
GPRC5D-AS1,ENSG00000247498,12,12984645,12927726,+,-0.0571
FAM234B,ENSG00000084444,12,13142521,13044381,+,-0.0373
PLBD1-AS1,ENSG00000256751,12,14624191,14567393,+,-0.042
PTPRO,ENSG00000151490,12,15598331,15322508,+,-0.11
DDX11,ENSG00000013573,12,31104799,31073860,+,-0.0262
DENND5B-AS1,ENSG00000255867,12,31615666,31589923,+,-0.0441
ETFBKMT,ENSG00000139160,12,31673114,31647160,+,-0.0698
DIP2B,ENSG00000066084,12,50748657,50504985,+,-0.1245
LETMD1,ENSG00000050426,12,51060424,51047962,+,-0.097
NR4A1,ENSG00000123358,12,52059507,52022832,+,-0.222
PDE1B,ENSG00000123360,12,54579239,54549601,+,-0.0494
DGKA,ENSG00000065357,12,55954027,55927319,+,-0.187
ESYT1,ENSG00000139641,12,56144671,56118250,+,-0.1872
IL23A,ENSG00000110944,12,56340410,56334174,+,-0.1208
PIP4K2C,ENSG00000166908,12,57603418,57591174,+,-0.0708
PPP1R12A-AS1,ENSG00000257557,12,79942712,79934901,+,-0.0051
POC1B-AS1,ENSG00000270344,12,89548005,89524594,+,-0.0599
AC009522.1,ENSG00000258216,12,90100763,89712048,+,-0.0411
C12orf74,ENSG00000187510,12,92772455,92702843,+,-0.124
TCP11L2,ENSG00000166046,12,106347003,106301929,+,-0.104
USP30,ENSG00000135093,12,109088023,109023089,+,-0.0287
IFT81,ENSG00000122970,12,110218793,110124335,+,-0.0281
SH2B3,ENSG00000111252,12,111451623,111405948,+,-0.0531
ALDH2,ENSG00000111275,12,111817532,111766887,+,-0.1329
TRAFD1,ENSG00000135148,12,112153604,112125538,+,-0.1003
DTX1,ENSG00000135144,12,113098028,113056709,+,-0.0003
FBXW8,ENSG00000174989,12,117031148,116910950,+,-0.0115
BICDL1,ENSG00000135127,12,120094494,119989869,+,-0.0498
SIRT4,ENSG00000089163,12,120313249,120302316,+,-0.0326
P2RX4,ENSG00000135124,12,121234106,121209857,+,-0.0318
KDM2B-DT,ENSG00000256742,12,121593504,121580792,+,-0.0283
ORAI1,ENSG00000276045,12,121642677,121626550,+,-0.0617
MLXIP,ENSG00000175727,12,122147344,122078756,+,-0.1271
CCDC62,ENSG00000130783,12,122827528,122774526,+,0.0268
HIP1R,ENSG00000130787,12,122862961,122834453,+,-0.1909
DNAH10,ENSG00000197653,12,123936206,123762188,+,-0.0288
ADGRD1,ENSG00000111452,12,131141469,130953907,+,0.0308
EP400P1,ENSG00000185684,12,132131639,132084283,+,-0.0464
NOC4L,ENSG00000184967,12,132152473,132144457,+,-0.0138
CRYL1,ENSG00000165475,13,20525873,20403666,-,-0.0579
LINC00621,ENSG00000262619,13,22916369,22859050,-,-0.0266
FLT1,ENSG00000102755,13,28495145,28300346,-,0.0077
SLC46A3,ENSG00000139508,13,28718970,28700064,-,-0.0634
LINC00426,ENSG00000238121,13,30377145,30340267,-,-0.1473
STARD13,ENSG00000133121,13,33350630,33103137,-,0.0235
SPART,ENSG00000133104,13,36370180,36301638,-,-0.1469
RCBTB1,ENSG00000136144,13,49585558,49531946,-,-0.0168
DLEU2,ENSG00000231607,13,50125720,49956670,-,-0.0477
NEK5,ENSG00000197168,13,52129092,52033611,-,-0.04
PCDH9,ENSG00000184226,13,67230445,66302834,-,-0.1365
TBC1D4,ENSG00000136111,13,75482169,75283503,-,-0.0548
DOCK9,ENSG00000088387,13,99086625,98793429,-,-0.0486
UBAC2-AS1,ENSG00000228889,13,99200757,99181223,-,-0.0422
RASA3,ENSG00000185989,13,114132623,113977783,-,-0.0891
FGF9,ENSG00000102678,13,21704498,21671073,+,-0.0657
AL136962.1,ENSG00000276476,13,22276526,22040972,+,-0.0064
RASL11A,ENSG00000122035,13,27273690,27270327,+,-0.0127
FRY,ENSG00000073910,13,32299125,31846713,+,-0.0159
LRRC63,ENSG00000173988,13,46277366,46211943,+,-0.0537
WDFY2,ENSG00000139668,13,51767709,51584455,+,-0.1281
LMO7,ENSG00000136153,13,75859870,75620434,+,-0.0516
UBAC2,ENSG00000134882,13,99386504,99200774,+,-0.1676
LINC00551,ENSG00000272274,13,106716679,106568261,+,-0.0211
MYO16,ENSG00000041515,13,109208005,108596152,+,0.0333
ATP11A,ENSG00000068650,13,112887168,112690329,+,-0.0188
MCF2L,ENSG00000126217,13,113099742,112894378,+,-0.0146
TTC5,ENSG00000136319,14,20305960,20256558,-,-0.099
TEP1,ENSG00000129566,14,20413501,20365667,-,-0.0566
OSGEP,ENSG00000092094,14,20455089,20446401,-,-0.0886
RAB2B,ENSG00000129472,14,21476960,21459020,-,-0.0732
RBM23,ENSG00000100461,14,22919182,22893204,-,-0.0722
SLC7A8,ENSG00000092068,14,23183674,23125295,-,-0.0563
TGM1,ENSG00000092295,14,24264432,24249114,-,-0.0501
RABGGTA,ENSG00000100949,14,24271739,24265538,-,-0.0406
RIPK3,ENSG00000129465,14,24340022,24336025,-,-0.0754
LINC01588,ENSG00000214900,14,50105043,49927571,-,-0.1094
GCH1,ENSG00000131979,14,54902826,54842008,-,-0.0377
SGPP1,ENSG00000126821,14,63728065,63684216,-,-0.1251
LINC02324,ENSG00000255002,14,65222443,65197254,-,-0.0499
DCAF5,ENSG00000139990,14,69153150,69050881,-,-0.1524
SLC10A1,ENSG00000100652,14,69797241,69775416,-,-0.0093
MAP3K9,ENSG00000006432,14,70809534,70722526,-,-0.0576
AC005476.2,ENSG00000259146,14,71321882,71292729,-,-0.0539
ZFYVE1,ENSG00000165861,14,73027131,72969451,-,-0.016
PGF,ENSG00000119630,14,74955626,74941834,-,-0.007
NEK9,ENSG00000119638,14,75127344,75079353,-,-0.128
ANGEL1,ENSG00000013523,14,76826246,76786168,-,-0.1029
TMED8,ENSG00000100580,14,77377094,77335029,-,-0.0688
VIPAS39,ENSG00000151445,14,77457952,77426675,-,-0.025
GTF2A1,ENSG00000165417,14,81221377,81175452,-,-0.0356
MOAP1,ENSG00000165943,14,93184923,93182199,-,-0.098
BTBD7,ENSG00000011114,14,93333092,93237550,-,-0.0785
CLMN,ENSG00000165959,14,95319908,95181940,-,-0.087
SYNE3,ENSG00000176438,14,95475836,95407266,-,-0.0654
TCL1A,ENSG00000100721,14,95714196,95709947,-,-0.155
GPR132,ENSG00000183484,14,105065445,105049395,-,-0.1287
IGHA2,ENSG00000211890,14,105588395,105583731,-,-0.037
IGHG1,ENSG00000211896,14,105743071,105736343,-,0.1265
IGHD,ENSG00000211898,14,105845678,105836765,-,-0.2529
IGHV6-1,ENSG00000211933,14,105940253,105939756,-,0.0601
IGHV1-2,ENSG00000211934,14,105987083,105986582,-,0.0491
IGHV1-3,ENSG00000211935,14,106005574,106005095,-,0.0347
IGHV4-4,ENSG00000276775,14,106012420,106011922,-,0.0957
IGHV2-5,ENSG00000211937,14,106038365,106037902,-,0.139
IGHV3-7,ENSG00000211938,14,106062683,106062151,-,0.0859
IGHV3-64D,ENSG00000282639,14,106088573,106088122,-,-0.003
IGHV3-11,ENSG00000211941,14,106117204,106116635,-,0.1219
IGHV3-13,ENSG00000211942,14,106130072,106129540,-,-0.0291
IGHV3-15,ENSG00000211943,14,106154163,106153624,-,-0.0814
IGHV1-17,ENSG00000254046,14,106174760,106174342,-,-0.0225
IGHV1-18,ENSG00000211945,14,106185394,106184901,-,0.1374
IGHV3-20,ENSG00000211946,14,106211453,106210936,-,0.0863
IGHV3-21,ENSG00000211947,14,106235594,106235064,-,0.1002
IGHV3-23,ENSG00000211949,14,106269140,106268606,-,0.0917
IGHV1-24,ENSG00000211950,14,106277043,106276548,-,-0.0126
IGHV2-26,ENSG00000211951,14,106301862,106301396,-,0.0909
IGHV4-28,ENSG00000211952,14,106324760,106324254,-,0.0662
IGHV3-30,ENSG00000270550,14,106335613,106335082,-,0.1263
IGHV4-31,ENSG00000231475,14,106349792,106349283,-,0.0445
IGHV3-33,ENSG00000211955,14,106360324,106359793,-,0.0852
IGHV4-34,ENSG00000211956,14,106374145,106373663,-,-0.0151
IGHV7-34-1,ENSG00000253325,14,106377733,106377300,-,-0.0411
IGHV3-35,ENSG00000211957,14,106389858,106389392,-,0.0407
IGHV4-39,ENSG00000211959,14,106422218,106421711,-,0.0093
IGHV3-43,ENSG00000232216,14,106470800,106470264,-,0.0485
IGHV3-48,ENSG00000211964,14,106538344,106537810,-,0.0648
IGHV3-49,ENSG00000211965,14,106557477,106556936,-,0.0318
IGHV5-51,ENSG00000211966,14,106579236,106578744,-,0.1222
IGHV3-53,ENSG00000211967,14,106593347,106592676,-,0.0429
IGHV4-55,ENSG00000254395,14,106606551,106606101,-,-0.0045
IGHV4-59,ENSG00000224373,14,106627825,106627249,-,0.0617
IGHV4-61,ENSG00000211970,14,106639657,106639119,-,0.0072
IGHV3-64,ENSG00000223648,14,106658258,106657725,-,0.0925
IGHV3-66,ENSG00000211972,14,106675544,106675017,-,0.065
IGHV1-67,ENSG00000253274,14,106681042,106680603,-,0.0786
IGHV1-69,ENSG00000211973,14,106715181,106714684,-,0.0085
IGHV2-70D,ENSG00000211974,14,106724093,106723574,-,0.0978
IGHV1-69-2,ENSG00000281990,14,106737547,106737110,-,0.0512
IGHV1-69D,ENSG00000280411,14,106762588,106762092,-,0.0778
IGHV2-70,ENSG00000274576,14,106771020,106770577,-,0.1233
IGHV3-72,ENSG00000225698,14,106791233,106790691,-,0.091
IGHV3-74,ENSG00000224650,14,106811131,106810442,-,0.0625
TRAV24,ENSG00000211805,14,22105846,22105343,+,0.0041
TRAC,ENSG00000277734,14,22552156,22547506,+,-0.1198
ABHD4,ENSG00000100439,14,22613215,22598237,+,-0.0769
AL132780.1,ENSG00000257285,14,22956374,22929607,+,-0.0369
LINC02327,ENSG00000258038,14,28968400,28829881,+,0.0195
LINC02315,ENSG00000251363,14,41149309,40954693,+,-0.0443
AL365295.1,ENSG00000237356,14,53883740,53169010,+,-0.0194
SAMD4A,ENSG00000020577,14,54793315,54567097,+,-0.0367
PELI2,ENSG00000139946,14,56301524,56117814,+,-0.0204
SLC38A6,ENSG00000139974,14,61083733,60981114,+,-0.0568
GPHN,ENSG00000171723,14,67181803,66507407,+,-0.0623
SUSD6,ENSG00000100647,14,69715144,69611596,+,-0.1961
TTC9,ENSG00000133985,14,70675366,70641916,+,-0.0586
SIPA1L1,ENSG00000197555,14,71741229,71320449,+,-0.1149
AL442663.4,ENSG00000259015,14,72961993,72960595,+,-0.0272
DLST,ENSG00000119689,14,74903743,74881891,+,-0.0277
FOS,ENSG00000170345,14,75282230,75278826,+,-0.0626
TTLL5,ENSG00000119685,14,75955079,75633625,+,0.0193
VASH1,ENSG00000071246,14,76783015,76761468,+,-0.0243
ADCK1,ENSG00000063761,14,77935014,77800109,+,0.018
TTC8,ENSG00000165533,14,88881078,88824153,+,-0.0521
RIN3,ENSG00000100599,14,92688994,92513781,+,-0.1186
UNC79,ENSG00000133958,14,93707876,93333219,+,0.0101
AL133467.3,ENSG00000259084,14,95692630,95663256,+,-0.0419
DYNC1H1,ENSG00000197102,14,102056443,101964573,+,-0.1104
ZNF839,ENSG00000022976,14,102342702,102317377,+,-0.0026
TRAF3,ENSG00000131323,14,102911500,102777476,+,-0.0368
TRMT61A,ENSG00000166166,14,103537073,103529196,+,-0.0262
INF2,ENSG00000203485,14,104722535,104689606,+,-0.0868
PLD4,ENSG00000166428,14,104937790,104924713,+,-0.2424
PACS2,ENSG00000179364,14,105398147,105300563,+,-0.051
CRIP2,ENSG00000182809,14,105480170,105472962,+,-0.114
CYFIP1,ENSG00000273749,15,22981063,22867052,-,-0.0492
ZNF770,ENSG00000198146,15,34988287,34978341,-,-0.023
MEIS2,ENSG00000134138,15,37101299,36889204,-,-0.0091
GPR176,ENSG00000166073,15,39920892,39799032,-,0.0552
PLCB2,ENSG00000137841,15,40307935,40278176,-,-0.0956
INO80,ENSG00000128908,15,41116280,40978880,-,-0.0783
RPAP1,ENSG00000103932,15,41544269,41517176,-,-0.063
SPTBN5,ENSG00000137877,15,41894053,41848146,-,-0.0212
ZSCAN29,ENSG00000140265,15,43371025,43358172,-,-0.0631
GATM,ENSG00000171766,15,45402327,45361124,-,-0.1039
MYO1E,ENSG00000157483,15,59372871,59132434,-,-0.091
HERC1,ENSG00000103657,15,63833948,63608618,-,-0.0854
DAPK2,ENSG00000035664,15,64072033,63907036,-,-0.0532
IQCH-AS1,ENSG00000259673,15,67521844,67290636,-,-0.0619
LINC02205,ENSG00000259473,15,70505928,70503907,-,0.0124
MYO9A,ENSG00000066933,15,72118577,71822291,-,-0.0942
ULK3,ENSG00000140474,15,74843346,74836118,-,-0.0506
MAN2C1,ENSG00000140400,15,75368612,75355207,-,-0.0332
PTPN9,ENSG00000169410,15,75579315,75463251,-,-0.0203
PEAK1,ENSG00000173517,15,77420144,77100656,-,-0.0692
EFL1,ENSG00000140598,15,82262734,82130233,-,-0.089
PRKXP1,ENSG00000259205,15,100558954,100553529,-,-0.0117
WHAMMP3,ENSG00000276141,15,22686213,22664359,+,-0.0635
HERC2P10,ENSG00000259845,15,30844153,30815271,+,-0.0224
SPRED1,ENSG00000166068,15,38357249,38252836,+,-0.0481
PAK6,ENSG00000137843,15,40277487,40217428,+,-0.0347
RPUSD2,ENSG00000166133,15,40574949,40569299,+,-0.0122
VPS18,ENSG00000104142,15,40903975,40894450,+,-0.0653
GANC,ENSG00000214013,15,42356935,42273233,+,-0.0883
STARD9,ENSG00000159433,15,42720998,42575606,+,-0.0481
TUBGCP4,ENSG00000137822,15,43409771,43369221,+,-0.0506
TRIM69,ENSG00000185880,15,44767829,44728988,+,-0.0554
DUOX1,ENSG00000137857,15,45165576,45129933,+,-0.029
AC018904.1,ENSG00000259250,15,58591676,58587507,+,-0.0346
ZNF609,ENSG00000180357,15,64686068,64460742,+,-0.0702
SENP8,ENSG00000166192,15,72143692,72114258,+,0.0157
BBS4,ENSG00000140463,15,72738475,72686179,+,-0.1006
NEO1,ENSG00000067141,15,73305205,73051710,+,-0.0414
PML,ENSG00000140464,15,74047827,73994673,+,-0.0983
CSK,ENSG00000103653,15,74803198,74782057,+,-0.141
PSTPIP1,ENSG00000140368,15,77037475,76993359,+,-0.09
HYKK,ENSG00000188266,15,78537372,78507564,+,0.0383
ABHD17C,ENSG00000136379,15,80755621,80679684,+,0.0209
ZNF592,ENSG00000166716,15,84806445,84748592,+,-0.0705
PDE8A,ENSG00000073417,15,85139145,84980440,+,-0.0374
SEMA4B,ENSG00000185033,15,90229679,90160604,+,-0.1194
FES,ENSG00000182511,15,90895776,90883695,+,-0.012
MAN2A2,ENSG00000196547,15,90922584,90902218,+,-0.0529
UNC45A,ENSG00000140553,15,90954093,90930180,+,-0.056
IGF1R,ENSG00000140443,15,98964530,98648539,+,-0.0612
AC090825.1,ENSG00000259363,15,99916818,99805793,+,-0.015
AC023024.1,ENSG00000259172,15,101305737,101295419,+,-0.0384
AXIN1,ENSG00000103126,16,352723,287440,-,-0.0245
WDR24,ENSG00000127580,16,690444,684622,-,-0.0309
CCDC78,ENSG00000162004,16,726954,722582,-,-0.0542
CCDC154,ENSG00000197599,16,1444556,1434383,-,-0.0277
CLCN7,ENSG00000103249,16,1475084,1444934,-,-0.0623
IFT140,ENSG00000187535,16,1612072,1510427,-,-0.0633
NLRC3,ENSG00000167984,16,3577403,3539033,-,-0.0799
LINC01569,ENSG00000262468,16,4253817,4243943,-,-0.0429
ANKS3,ENSG00000168096,16,4734378,4696510,-,-0.0543
ZNF500,ENSG00000103199,16,4767624,4748239,-,-0.0479
TEKT5,ENSG00000153060,16,10694930,10627501,-,-0.0467
TVP23A,ENSG00000166676,16,10818794,10760919,-,0.013
MYH11,ENSG00000133392,16,15857028,15703135,-,0.0095
XYLT1,ENSG00000103489,16,17470960,17101769,-,-0.006
DNAH3,ENSG00000158486,16,21159441,20933111,-,-0.0483
USP31,ENSG00000103404,16,23149270,23061406,-,0.0583
XPO6,ENSG00000169180,16,28211920,28097979,-,-0.1358
SULT1A2,ENSG00000197165,16,28597050,28591943,-,0.0591
SMG1P6,ENSG00000254634,16,29447026,29425800,-,-0.0462
TBX6,ENSG00000149922,16,30091887,30085793,-,0.0388
MAPK3,ENSG00000102882,16,30123506,30114105,-,-0.079
TBC1D10B,ENSG00000169221,16,30370494,30357102,-,-0.0025
AC093249.6,ENSG00000261840,16,30699058,30697707,-,-0.0065
AC136428.1,ENSG00000259680,16,33845229,33844784,-,0.0253
MYLK3,ENSG00000140795,16,46790407,46702282,-,0.0241
ZNF423,ENSG00000102935,16,49857919,49487524,-,0.0184
AMFR,ENSG00000159461,16,56425545,56361452,-,-0.087
BBS2,ENSG00000125124,16,56520087,56466836,-,-0.131
SLC38A7,ENSG00000103042,16,58684770,58665109,-,-0.1084
GFOD2,ENSG00000141098,16,67719339,67674531,-,-0.0678
RANBP10,ENSG00000141084,16,67806652,67723070,-,-0.0885
DPEP3,ENSG00000141096,16,67980549,67975663,-,-0.0391
PHLPP2,ENSG00000040199,16,71724701,71637835,-,-0.0202
FA2H,ENSG00000103089,16,74774831,74712955,-,0.0009
WDR59,ENSG00000103091,16,75000173,74871362,-,-0.0657
ADAT1,ENSG00000065457,16,75623300,75596981,-,-0.0259
CDYL2,ENSG00000166446,16,80804598,80597907,-,-0.0086
MEAK7,ENSG00000140950,16,84554033,84476355,-,-0.0487
GALNS,ENSG00000141012,16,88856970,88813734,-,-0.0734
PABPN1L,ENSG00000205022,16,88866660,88863333,-,-0.0375
RAB11FIP3,ENSG00000090565,16,523011,425649,+,0.0473
RAB40C,ENSG00000197562,16,629272,589357,+,-0.0281
WDR90,ENSG00000161996,16,667833,649311,+,-0.03
RHOT2,ENSG00000140983,16,674174,668105,+,-0.1206
BAIAP3,ENSG00000007516,16,1349441,1333601,+,-0.0484
TELO2,ENSG00000100726,16,1510457,1493344,+,-0.0968
MAPK8IP3,ENSG00000138834,16,1770317,1706183,+,-0.0827
PRSS21,ENSG00000007038,16,2826304,2817180,+,-0.0548
IL32,ENSG00000008517,16,3082192,3065297,+,-0.0551
DNASE1,ENSG00000213918,16,3680143,3611728,+,-0.0606
MGRN1,ENSG00000102858,16,4690974,4616493,+,-0.0151
METTL22,ENSG00000067365,16,8649654,8621683,+,-0.0097
SNN,ENSG00000184602,16,11679152,11668455,+,-0.227
AC099518.1,ENSG00000260430,16,19098332,19086831,+,0.0212
SYT17,ENSG00000103528,16,19268332,19167971,+,-0.0545
ACSM3,ENSG00000005187,16,20797581,20610243,+,-0.0223
PLK1,ENSG00000166851,16,23690367,23677656,+,0.3438
AC133552.2,ENSG00000262587,16,25058109,25031744,+,-0.0286
KIAA0556,ENSG00000047578,16,27780369,27550133,+,-0.0532
SGF29,ENSG00000176476,16,28591790,28553915,+,-0.105
AC145285.2,ENSG00000251417,16,28817828,28802743,+,-0.0235
ATP2A1,ENSG00000196296,16,28904509,28878405,+,0.0005
AC106782.4,ENSG00000273724,16,30343336,30336400,+,-0.0347
ZNF48,ENSG00000180035,16,30400108,30378106,+,-0.0428
FBRS,ENSG00000156860,16,30670810,30658431,+,-0.113
ITGAM,ENSG00000169896,16,31332892,31259967,+,-0.1212
CLUHP3,ENSG00000131797,16,31711986,31700590,+,-0.0898
ADCY7,ENSG00000121281,16,50318135,50246137,+,-0.1021
SLC12A3,ENSG00000070915,16,56915850,56865207,+,-0.0268
NLRC5,ENSG00000140853,16,57083531,56989485,+,-0.1286
CPNE2,ENSG00000140848,16,57148369,57092583,+,-0.0211
NDRG4,ENSG00000103034,16,58513628,58462846,+,0.0314
CES4A,ENSG00000172824,16,67009758,66988589,+,-0.0348
C16orf70,ENSG00000125149,16,67148544,67109941,+,-0.0702
ELMO3,ENSG00000102890,16,67204029,67199111,+,-0.0635
RIPOR1,ENSG00000039523,16,67546788,67518418,+,-0.124
CARMIL2,ENSG00000159753,16,67657569,67644988,+,-0.0261
PARD6A,ENSG00000102981,16,67662778,67660946,+,-0.0353
EDC4,ENSG00000038358,16,67884499,67873052,+,-0.0549
PRMT7,ENSG00000132600,16,68358563,68310974,+,-0.0578
SNTB2,ENSG00000168807,16,69309052,69187129,+,-0.0255
WWP2,ENSG00000198373,16,69941741,69762306,+,-0.0953
FCSK,ENSG00000157353,16,70480274,70454595,+,-0.0616
SF3B3,ENSG00000189091,16,70577670,70523791,+,-0.0533
AC004943.2,ENSG00000259768,16,72822781,72665123,+,0.0057
ZFP1,ENSG00000184517,16,75172236,75148494,+,-0.0562
GAN,ENSG00000261609,16,81380198,81314966,+,-0.0213
AC092723.5,ENSG00000285163,16,85948824,85924984,+,-0.0571
BANP,ENSG00000172530,16,88077318,87949244,+,-0.0619
ZNF469,ENSG00000225614,16,88440757,88382989,+,-0.0319
CDH15,ENSG00000129910,16,89195492,89171748,+,0.0449
AFG3L1P,ENSG00000223959,16,90002161,89972586,+,-0.0701
GEMIN4,ENSG00000179409,17,753999,744421,-,-0.0245
ABR,ENSG00000159842,17,1229738,1003518,-,-0.0763
MYO1C,ENSG00000197879,17,1492686,1464186,-,-0.0527
INPP5K,ENSG00000132376,17,1516742,1494577,-,-0.0648
OR3A2,ENSG00000221882,17,3386317,3276942,-,-0.0102
TRPV1,ENSG00000196689,17,3609411,3565444,-,-0.0353
CAMKK1,ENSG00000004660,17,3894891,3860315,-,-0.0767
ALOX15,ENSG00000161905,17,4642294,4630902,-,0.033
CXCL16,ENSG00000161921,17,4739928,4733533,-,-0.1459
INCA1,ENSG00000196388,17,4997610,4988130,-,-0.0454
SLC52A1,ENSG00000132517,17,5052009,5032600,-,-0.0196
NLRP1,ENSG00000091592,17,5619424,5499427,-,-0.1517
DVL2,ENSG00000004975,17,7234517,7225342,-,-0.1114
FXR2,ENSG00000129245,17,7614897,7591230,-,-0.0373
KCNAB3,ENSG00000170049,17,7929803,7921859,-,-0.0304
PIK3R6,ENSG00000276231,17,8867677,8802723,-,-0.0821
GAS7,ENSG00000007237,17,10198551,9910609,-,-0.0156
MYH3,ENSG00000109063,17,10657309,10628526,-,-0.0302
TMEM220,ENSG00000187824,17,10730316,10699015,-,-0.027
ZNF18,ENSG00000154957,17,11997475,11977439,-,-0.0581
ZNF287,ENSG00000141040,17,16569204,16546954,-,-0.07
TBC1D27P,ENSG00000128438,17,16934839,16922915,-,-0.1194
AC104024.1,ENSG00000230709,17,16981353,16975999,-,-0.0591
KIAA0100,ENSG00000007202,17,28645454,28614446,-,-0.0195
PROCA1,ENSG00000167525,17,28711854,28703197,-,-0.0536
CCT6B,ENSG00000132141,17,34981078,34927859,-,-0.0317
PIP4K2B,ENSG00000276293,17,38800126,38765689,-,-0.0873
PGAP3,ENSG00000161395,17,39696797,39671122,-,-0.0936
GSDMB,ENSG00000073605,17,39919854,39904595,-,-0.0364
ORMDL3,ENSG00000172057,17,39927601,39921041,-,-0.0571
NR1D1,ENSG00000126368,17,40100589,40092793,-,-0.0869
JUP,ENSG00000173801,17,41786931,41754604,-,-0.079
NT5C3B,ENSG00000141698,17,41836260,41825057,-,-0.1546
KLHL11,ENSG00000178502,17,41865423,41848518,-,-0.025
DHX58,ENSG00000108771,17,42112714,42101404,-,-0.0797
KAT2A,ENSG00000108773,17,42121367,42113111,-,-0.1105
KCNH4,ENSG00000089558,17,42181142,42156891,-,0.003
HDAC5,ENSG00000108840,17,44123702,44076746,-,-0.11
MAP3K14,ENSG00000006062,17,45317029,45263119,-,-0.1182
ARHGAP27,ENSG00000159314,17,45434421,45393902,-,-0.2154
LRRC37A4P,ENSG00000214425,17,45551537,45506741,-,-0.1034
OSBPL7,ENSG00000006025,17,47821834,47807372,-,-0.0551
PHOSPHO1,ENSG00000173868,17,49230766,49223362,-,-0.0579
C17orf67,ENSG00000214226,17,56838773,56791913,-,-0.0492
VEZF1,ENSG00000136451,17,57988259,57971547,-,-0.1506
MKS1,ENSG00000011143,17,58219605,58205437,-,-0.0429
TSPOAP1,ENSG00000005379,17,58328795,58301228,-,-0.0414
HSF5,ENSG00000176160,17,58488408,58420167,-,-0.0187
MTMR4,ENSG00000108389,17,58517905,58489529,-,-0.0588
